COD_LEGADO;PDF_RESOLVIDO
DY-AJUM 10X3/4 UNF-CAT365-0578;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
DY-AABJOV M12X1.5-ISO6149;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
DY-AJUM 32X2.1/2 BSP;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
DY-MANGSUPL1350-LIQ;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPL1350-PO;manometros-MAN-ATUALIZADO.pdf
DY-XAEAMRTB 16X20;adaptador-macho-de-reducao-com-porca-giratoria-AEAMRTB-ATUALIZADO.pdf
DY-AJAMB 20X16;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
DY-AEAMB 30X16 JIC;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
DY-AJTVB 12X6;tee-macho-lateral-jic-37-graus-rosca-npt-AJTV-ATUALIZADO.pdf
DY-AJUM 8X3/8 BSPX80;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
DY-KIT MANG. E CONEX. HIDR. SPRAYER DBC;manometros-MAN-ATUALIZADO.pdf
DY-XAEUFG 15X35-1263406;uniao-femea-AEUF-ATUALIZADO.pdf
DY-MANGSUP785LIQ-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP785PO-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPL1850PO-REU;manometros-MAN-ATUALIZADO.pdf
DY-AAMFO M22X1.5 X 1/2 NPT-SW19132824;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-KIT PODADORA LUMA  MANG. CONX. 24-06-19;manometros-MAN-ATUALIZADO.pdf
DY-PODADORA LUMA MANG. E CONX. 24-06-19;manometros-MAN-ATUALIZADO.pdf
DY-KIT BASE+CHAPA+PARAF BRACADEIRAS;contraflange-x-tubo-PARA-ATUALIZADO.pdf
DY-MANGSUP793LIQ-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP793PO-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP1X25U-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPL1850LIQ-REU;manometros-MAN-ATUALIZADO.pdf
DY-AEUF 22X1/2 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
DY-MANGSUPPV351PO-RV02;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPPV351LIQ-(10GLS);manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPPV351LIQ-(20GLS);manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPPC2000PO-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP5X4-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP1X50U-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP2X50U-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPPC8000-RV03;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP15X12-RV01;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP20X16-RV01;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPPC4000-RV01;manometros-MAN-ATUALIZADO.pdf
DY-KIT MAN;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP10X8-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP793PO-RV08;manometros-MAN-ATUALIZADO.pdf
DY-AAMM 1 NPT X 13/16 UNFX633-CAT461-6298;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1 NPT X 13/16 UNFX549-CAT581-0785;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AEUF 12SX3/4 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
DY-AAMMO M18X1.5 X 3/4 BSP-J1829076;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-MANGSUP15X12-REU;manometros-MAN-ATUALIZADO.pdf
DY-AAMM 1 NPT X 13/16 UNFX680-CAT581-0783;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-XAEJMO 8SX3/8 BSP;joelho-macho-bsp-AEJMO-ATUALIZADO.pdf
DY-MANGSUPWA1200-PO;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPWA1200-LIQ;manometros-MAN-ATUALIZADO.pdf
DY-AEJMO 8SX3/8 BSP;joelho-macho-bsp-AEJMO-ATUALIZADO.pdf
DY-SCMD-460A C/MANIP 23-01-19;manometros-MAN-ATUALIZADO.pdf
DY-AEUF M16X1/4 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
DY-XAETVB 12L+AEUB 12L;uniao-boleada-AEUB-ATUALIZADO.pdf
DY-MANGSUP793LIQ-RV5;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP793PO-RV5;manometros-MAN-ATUALIZADO.pdf
DY-AJUM 10X1/2 NPTX1.0;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
DY-MANGSUP797LIQ;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP797PO;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP5X6;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP15X12;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP20X16;manometros-MAN-ATUALIZADO.pdf
DY-AJJM 10X1/2 NPTX1.0;joelho-macho-jic-37-graus-rosca-npt-AJJM-ATUALIZADO.pdf
DY-PM3/8UNCXF1/4U-4;adaptador-para-flange-rosca-metrica-3000-psi-iso-6162-1-UNC-ATUALIZADO.pdf
DY-AJUM 6X3/8 BSPX1.0;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
DY-MANGSUP793PO-RV06;manometros-MAN-ATUALIZADO.pdf
DY-AEJMO 8LXM10X1;joelho-macho-bsp-AEJMO-ATUALIZADO.pdf
DY-MANGSUP793PO-RV3;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP793PO-RV4;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP793LIQ-RV4;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP793LIQ-RV06;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPP1X50UP;manometros-MAN-ATUALIZADO.pdf
DY-XAEUO 25X1.1/2 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
DY-MANGSUP930LIQ;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP793LIQ-RV07;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP1X50UP;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP793PO-RV07;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP495-RV01;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP930PO-RV01;manometros-MAN-ATUALIZADO.pdf
SD-AAMF 3/4X1/2 NPTX413-PLUG;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMF 3/4X1/2 NPTX743-PLUG;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AEUF 16X1/4 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
DY-MANGSUP930PO;manometros-MAN-ATUALIZADO.pdf
DY-AEVAR 28-4.0;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
DY-MANGSUP930LIQ-ESPECIAL;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP930PO-ESPECIAL;manometros-MAN-ATUALIZADO.pdf
DY-AAMM 1/2 NPT X 3/4 UNF-JICX620;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
SD-AAMM 1/2 NPT X 3/4 UNF-JICX905;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-MANGSUP930PO-RV02;manometros-MAN-ATUALIZADO.pdf
DY-AAAMO 16X3/4 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-MANGSUP1X25U-RV1;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP2X50U-RV1;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP3X50U-RV01;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP1X50U-RV01;manometros-MAN-ATUALIZADO.pdf
DY-AEUFJ 10LX1/4 NPT;junta-de-bordas-cortantes-AEUFJ-ATUALIZADO.pdf
DY-AEAMB 16X1/4 NPT;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
DY-AAMM 1/2 BSPT X 13/16 UNFX550;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
CR-AAMM 1/2 BSPT X 13/16 UNFX376;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AEUF 12LX3/8 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
DY-AJTVB 20 C/ FURO 1/4BSP;tee-macho-lateral-jic-37-graus-rosca-npt-AJTV-ATUALIZADO.pdf
DY-AEAMB 38X16;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
DY-MANGSUP1X50UP-RV02;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPPV351LIQ;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPPC2000PO;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPPC2000LIQ;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP930PO-RV03;manometros-MAN-ATUALIZADO.pdf
DY-AAMM 2X1.1/4 NPT TUPY;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-MANGSUPPV351PO;manometros-MAN-ATUALIZADO.pdf
DY-AJAMB 16X38;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
DY-AJAMB 16X20;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
DY-AEATB 20-12;adaptador-para-tubo-boleado-AEATB-ATUALIZADO.pdf
DY-MANGSUPPV235-PO;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPPC8000-RV01;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPPC8000-RV02;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP1X25U-RV2;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP1X50U-RV02;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP3X50U-RV02;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPPV235-LIQ;manometros-MAN-ATUALIZADO.pdf
DY-AEAMB 15X1.1/16 UNF;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
DY-XAEVAR 28-4.0;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
DY-MANGSUPPV351PO-PRETA;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPPV351LIQ-PRETA;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP2X50U-RV02;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP1X50UP-RV01;manometros-MAN-ATUALIZADO.pdf
DY-SCMD 460A COM MANIPULADOR 20-07-18;manometros-MAN-ATUALIZADO.pdf
DY-AEAMB 15X1/4 BSP;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
DY-AAMMO 1.1/2X1.1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
CR-AAMFO M27X2 X 3/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
CR-AAMM 1 NPTX13/16 UNFX582-CAT416-9031;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
SD-AAMM 1 NPTX13/16 UNFX582-CAT416-9031;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-MANGSUP20X16-REU;manometros-MAN-ATUALIZADO.pdf
DY-AEATB 16X12L;adaptador-para-tubo-boleado-AEATB-ATUALIZADO.pdf
DY-MANGSUP1X25U-REU(PRETA);manometros-MAN-ATUALIZADO.pdf
DY-AAMM 1 NPT X 13/16 UNFX507-CA599-2465;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1 NPT X 13/16 UNFX558-CAT599-238;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AEP 8L;anilhas-AEP-ATUALIZADO.pdf
DY-MANGSUP5X4-REU(PRETA);manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP1X50U-REU(PRETA);manometros-MAN-ATUALIZADO.pdf
DY-AAMS 3/8 NPT X 10 SOLDA;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-MANGSUP794PO-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP794LIQ-REU;manometros-MAN-ATUALIZADO.pdf
SD-AAMF 3/4X1/2 NPTX743-PLUG;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
CR-AAMF 3/4X1/2 NPTX743-PLUG;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AJUM 10XM22X1.5 JC;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
SD-AAMM 1/2 NPT X 3/4 UNF-JICX620;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
CR-AAMM 1/2 NPT X 3/4 UNF-JICX620;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-MANGSUPPC5500LIQ-REU(PRETA);manometros-MAN-ATUALIZADO.pdf
DY-AAMFO 1/4X1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AEOT 12S;obturador-para-tubo-AEOT-ATUALIZADO.pdf
DY-AJUM 4X1/4 BSPTX1.2;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
DY-AEP 6L;anilhas-AEP-ATUALIZADO.pdf
JUNTA PTFE 85X72X4;anilha-e2-PTFE-ATUALIZADO.pdf
DY-AAMM 1/2 NPT X 3/4 UNF-JICX376;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
CR-AAMM 1/2 NPT X 3/4 UNF-JICX376;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AEVAR M12X1.5X8L;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
DY-AEVAR 8LXM12X1.5;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
DY-XAEAMRTB 15X18;adaptador-macho-de-reducao-com-porca-giratoria-AEAMRTB-ATUALIZADO.pdf
DY-XAEAMRTB 15X22;adaptador-macho-de-reducao-com-porca-giratoria-AEAMRTB-ATUALIZADO.pdf
CAPA TERM REUS 1/2;linha-industrial-ERM-ATUALIZADO.pdf
DY-AAMFO 3/4X1/4 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAF6 PM14X50;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
DY-AJUM 4X1/4 BSPT;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
DY-MANGSUP1X25U-REU(PRETA-DY);manometros-MAN-ATUALIZADO.pdf
SD-AAMM 1/2 NPT X 3/4 UNF-JICX376;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
SD-AAMF 3/4X1/2 NPTX291;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
CR-AAMF 3/4X1/2 NPTX291;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-XAEAMRTB 15X28;adaptador-macho-de-reducao-com-porca-giratoria-AEAMRTB-ATUALIZADO.pdf
DY-AJJM45 6X3/8 NPT;joelho-macho-jic-37-graus-rosca-npt-AJJM-ATUALIZADO.pdf
DY-XAEUF 20X3/4 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
DY-AEP 10L;anilhas-AEP-ATUALIZADO.pdf
DY-MANGSUP5X4-REU(PRETA-DY);manometros-MAN-ATUALIZADO.pdf
DY-AAMF 3/4X1/2 NPTX291;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-MANGSUPPC5500LIQ-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPPC5500PO-REU;manometros-MAN-ATUALIZADO.pdf
DY-AJTM 6X3/8 NPT;tee-macho-central-jic-37-graus-rosca-npt-AJTM-ATUALIZADO.pdf
DY-AJAMB 12X3/4 BSP;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
DY-AJUM 12X1.1/4 BSP;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
DY-AJAMB 8X7/8 UNF;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
DY-AETPB 10L;conexoes-para-medicao-com-acoplamento-roscado-m16-x-15-2-AETPB-ATUALIZADO.pdf
DY-MANGSUP930PO-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP930LIQ-REU;manometros-MAN-ATUALIZADO.pdf
DY-AEJCP 10LX3/8 BSP;joelho-com-contraporca-AEJCP-ATUALIZADO.pdf
CR-AAMM 1 NPTX13/16 UNFX633-CAT461-6298;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
SD-AAMM 1 NPT X 13/16 UNFX633-CAT461-629;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMF 1.1/2X1 BSP-SW13253352;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 3/4X1 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-XAEJCFR 30X1.1/4;joelho-com-flange-reforcado-AEJCFR-ATUALIZADO.pdf
DY-AEVAR 12SX3/8 BSP;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
DY-MANGSUP793PO-REU-RV01;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP793LIQ-REU-RV01;manometros-MAN-ATUALIZADO.pdf
DY-AAFF 1/4X1/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
SD-AAMFO M27X2 X 3/4 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AEUFJB 20X1/4 BSP;junta-de-bordas-cortantes-AEUFJ-ATUALIZADO.pdf
DY-AJUM 16X2 BSP;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
DY-AJUM 6X9/16 UNF;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
DY-AJAMB 10X16 SOLDA;anilha-jic-37-graus-AJA-ATUALIZADO.pdf
ERM 1 NPT-LUB;linha-industrial-ERM-ATUALIZADO.pdf
DY-MANGSUP777LIQ-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPPC1250PO-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGSUPPC1250LIQ-REU;manometros-MAN-ATUALIZADO.pdf
DY-XAEJM 35X1.1/2 NPT;joelho-macho-bspt-AEJM-ATUALIZADO.pdf
CR-AAMM 1/2 NPT X 3/4 UNF-JICX458;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
SD-AAMM 1/2 NPT X 3/4 UNF-JICX458;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
CDMAN 1/2 BSP;manometros-MAN-ATUALIZADO.pdf
DY-AAMM 1 NPTX13/16 UNFX582-CAT416-9031;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-MANGSUP777PO-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGUPT4BHPO-REU;manometros-MAN-ATUALIZADO.pdf
DY-MANGUPT4BHLIQ-REU;manometros-MAN-ATUALIZADO.pdf
DY-XAEUF 16X1/4 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
DY-AEAMB 10LX1/2 UNF;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
YAAMM 1/2 BSP X 1/2 BSPTX60-CAT4610317;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMF 1/2 NPT X 1/2 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-XAEJB 28 NQ;joelho-boleado-AEJB-ATUALIZADO.pdf
DY-XAEJB 22;joelho-boleado-AEJB-ATUALIZADO.pdf
DY-AJJCP 10X7/8 UNF;joelho-90-graus-painel-jic-37-graus-AJJC-ATUALIZADO.pdf
DY-DSF-16;mola-espiral-plastica-DSF-ATUALIZADO.pdf
DY-DSF-32;mola-espiral-plastica-DSF-ATUALIZADO.pdf
DY-AEJM 8LX1/4 BSP-SW13264230;joelho-macho-bspt-AEJM-ATUALIZADO.pdf
SD-AAMM 1/2 BSPT X 13/16 UNFX291;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
CR-AAMM 1/2 BSPT X 13/16 UNFX316;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1/2 BSPT X 13/16 UNFX316;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AEP 18;anilhas-AEP-ATUALIZADO.pdf
CR-AEPB 18;anilhas-AEP-ATUALIZADO.pdf
CR-AAMM 1/2 NPT X 3/4 UNF-JICX808;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1/2 NPT X 3/4 UNF-JICX808;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
CR-AAMM 1/2 NPT X 3/4 UNF-JICX905;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AJTVO 6X1/4 BSP;te-vertical-orientavel-lateral-jic-37-graus-rosca-bsp-AJTVO-ATUALIZADO.pdf
DY-MANGSUPPC8000-REU;manometros-MAN-ATUALIZADO.pdf
DY-XAEUF 10LX3/8 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
DY-AETP 1/2 BSP;conexoes-para-medicao-com-acoplamento-roscado-m16-AETP-ATUALIZADO.pdf
DY-AEVEF 3/8 NPT;valvula-rosca-femea-AEVEF-ATUALIZADO.pdf
DY-XAEJB 16 NQ;joelho-boleado-AEJB-ATUALIZADO.pdf
DY-XAEJB 18 NQ;joelho-boleado-AEJB-ATUALIZADO.pdf
DY-XAEJB 6L NQ;joelho-boleado-AEJB-ATUALIZADO.pdf
DY-AEUBR 25X20;uniao-boleada-de-reducao-AEUBR-ATUALIZADO.pdf
DY-AAMM 1/2 NPT X 3/4 UNF-JICX905;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-XAEUF 28X1 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
DY-AABJ 7/8 UNF;bujao-cabeca-sextavada-ABJ-ATUALIZADO.pdf
YAAMM 1/2 BSP X 1/2 BSPTX60-CAT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-XAEUF 15X1/4 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
DY-AAFF 1/2X1/4 BSP;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
AJJM 6X1/8 NPT;joelho-macho-jic-37-graus-rosca-npt-AJJM-ATUALIZADO.pdf
DY-XAEUO 30X1.1/4 BSP;uniao-orientavel-simples-bsp-AEUO-ATUALIZADO.pdf
DY-XAEJB 12L NQ;joelho-boleado-AEJB-ATUALIZADO.pdf
DY-AAMFO 1.1/4X3/4 BSP NQ;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMF 9/16X9/16 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-XAEJM 12LX1/4 BSPT;joelho-macho-bspt-AEJM-ATUALIZADO.pdf
DY-XAEJM 8LX1/8 BSPT;joelho-macho-bspt-AEJM-ATUALIZADO.pdf
DY-AEAMB 22 SOLDA;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
DY-AEAMB 18XM22X1.5;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
DY-MANGSUP15X12-REU(PRETA);manometros-MAN-ATUALIZADO.pdf
DY-MANGSUP2X50-REU(PRETA);manometros-MAN-ATUALIZADO.pdf
DY-AAMFO 1X1/2 BSP NQ;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1/4X1/2 BSPX60;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-XAEUF 16X1/4 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
DY-XAEUF 16X3/8 NPT;uniao-femea-AEUF-ATUALIZADO.pdf
DY-AAMF 3/8 NPT X 1/8 BSP;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-XAEJM 12LX1/4 NPT;joelho-macho-bspt-AEJM-ATUALIZADO.pdf
YAAMFO 1/2X1/2 BSPX80-GRI010-06-0219;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMFO 1/2X1/2 BSPX80-GRI010-06-0219;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-XAEJB 6L;joelho-boleado-AEJB-ATUALIZADO.pdf
DY-XAEATB 15X8L;adaptador-para-tubo-boleado-AEATB-ATUALIZADO.pdf
DY-AAMM 1/2 BSP X 1/2 BSPTX265;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
CR-AAMM 1/2 BSP X 1/2 BSPTX265;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
SD-AAMM 1/2 BSP X 1/2 BSPTX265;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AJJCP 16X1 BSP;joelho-90-graus-painel-jic-37-graus-AJJC-ATUALIZADO.pdf
DY-AEP 12L;anilhas-AEP-ATUALIZADO.pdf
SD-AAAM 15X1/2 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAAM 15X1/2 NPT;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AEOB 15;o-rings-AEOB-ATUALIZADO.pdf
DY-AAMM 1/2 BSPT X 13/16 UNFX341;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
CR-XAEJB 28 NQ;joelho-boleado-AEJB-ATUALIZADO.pdf
DY-AJJCP 8X3/4 UNF;joelho-90-graus-painel-jic-37-graus-AJJC-ATUALIZADO.pdf
DY-AEAMB 12LX3/8 BSP;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
DY-AEVAR M16X1.5 X 12L-0,5;caracteristicas-principais-AEVAR-ATUALIZADO.pdf
DY-XAEUF 8LX1/4 BSP;uniao-femea-AEUF-ATUALIZADO.pdf
RET-TERMINAIS;linha-industrial-ERM-ATUALIZADO.pdf
SD-AAAF 15X1/2 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
DY-AAAF 15X1/2 NPT;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
DY-AEAMB 12L SOLDA;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
AAFF 2X2 BSP TUPY;ponta-lisa-x-femea-AAF-ATUALIZADO.pdf
CR-AAMM 1/2 BSPT X 13/16 UNFX341;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1/2 BSPT X 13/16 UNFX306;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
CR-AAMM 1/2 BSPT X 13/16 UNFX306;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
CR-XAEJB 16 NQ;joelho-boleado-AEJB-ATUALIZADO.pdf
DY-AETP M12X1.5;conexoes-para-medicao-com-acoplamento-roscado-m16-AETP-ATUALIZADO.pdf
DY-AEAMB 18 SOLDA;adaptador-macho-com-porca-giratoria-bsp-AEAMB-ATUALIZADO.pdf
DY-AAMF 1/2X1 BSP-SW13255703;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-AAMM 1/2 BSPT X 13/16 UNFX291;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
MANOMETRO 0-300 BAR;manometros-MAN-ATUALIZADO.pdf
DY-AJUM 12X1.5/8 UNF;uniao-macho-jic-37-graus-bsp-AJUM-ATUALIZADO.pdf
CR-XAEJB 18 NQ;joelho-boleado-AEJB-ATUALIZADO.pdf
CR-XAEJB 6L NQ;joelho-boleado-AEJB-ATUALIZADO.pdf
DY-AAMM 3/4X3/4 UNF;ponta-lisa-x-macho-AAM-ATUALIZADO.pdf
DY-MANGSUPPC8000-REU(PRETA);manometros-MAN-ATUALIZADO.pdf
